text	label	new label
Minä idiootti menin mukaan tähän. Tosin fiksuna pistin semmosen visa elektron kortin nuneron mulle tilille ei tule rahaa koskaan. Kuolletan kortin? En Ole vahvistanut kauppoja, pitääkö tai uskallanko mennä katsomaan niiden sivuilta olenko tilannut kestona tyhjää?	not-toxicity	not-toxic
Kitisevä narsisti eläkeläinen..	toxicity	toxic
maahanmuutto ei ole oikeilla urilla  vanhustenhoito sekasin  työttömät kurjistetaan	not-toxicity	not-toxic
maanviljelijät on sipilän hallitukselle vihasija suomessa istuu maa -ja metsätalausministeri ei mitään hyötyä.  ei tipu yhtään ääntä ne menöö ny ps.	not-toxicity	not-toxic
Syökää vaan margariinia HEH!  http://keskustelu.suomi24.fi/node/8425450	not-toxicity	not-toxic
matsda 6 vm 2006  auton sisään vuotaa vettä jostain takana lattialla ja edessö apukuskin puoli myls närkä mikähän voisi olla syy	not-toxicity	not-toxic
Nuku välillä Reinostahöpöttäjä Joksu ! Tai kerro joku juttu peruutuskamerastasi	not-toxicity	not-toxic
HÄVIÄÄ...!	not-toxicity	not-toxic
Juopoiksi varmaan oli tarkoitus kirjoittaa..?. Tuo on ihan totta, kaikenlaista kuulee ja monenlaisina versioina..Kuulijalla oltava maalaisjärkeä, sydäntä ja hyvä suodatin kun paskajuttuja kuuntelee!!	toxicity	not-toxic
Kunnon yleistystä tuokin, että 'suurin osa koiraihmisistä vihaa lapsia' :D ei oo todellista millasta puppua.. taidatte olla itse kissaihmisiä sitten :) ei pidä yleistää, että jos 1/10 koiranomistajista antaa koiransa kusta/paskoa jonkun pihaliittymän tykö, että muutkin sen tekis. ällöttävää yleistämistä ja naurettavaa kun tällaisesta asiasta nousee tämmönen polemiikki ja reklamaatio kun on oikeasti maailmassa isompiakin murheita märehdittävänä.. hävetkää.	toxicity	toxic
Menes nyt muualle häiriköimästä tätä palstaa, h-vetin vanha haaska.  Kovin monta kertaa en tule yhtä nätisti pyytämään...	toxicity	toxic
Mitä helvettiä tuo aiheeseen liittyy ja mistäpä tiedät kenenkään vuokranmaksut? Jos ei ole tuloja,sosku maksaa. Perustuslaissa sanotaan,että jokaisella on oikeus asuntoon ja ravintoon. Työttömät maksaa asumistuen ja vuokran erotuksen päivärahasta. Itse en saisi edes tt tukea,koska menee rajoille tulot.	toxicity	toxic
"Ruusun päivä  Tänään 4.5 on Ruusun päivä. Siispä ojennamme ruusun Ruusuille ja ruusuisillemme. Tänään vietetään myös kirjan ja ruusun päivää. Mistä moinen perinne on saanut alkunsa? Vilkaisu Wikipediaan,vapaaseen tietosanakirjaan, niin asia selviää.  Ruusutietoa Kirjan ja ruusun päivän perinne Kirjan ja ruusun päivän perinne, jossa mies lahjoittaa naiselle punaisen ruusun ja nainen lahjoittaa kirjan miehelle, juontaa juurensa keskiaikaiseen taruun Katalonian suojeluspyhimyksestä Pyhästä Yrjöstä. Ritari Pyhä Yrjö surmasi legendan mukaan lohikäärmeen, joka oli aikeissa ahmaista kitaansa kauniin prinsessan. Surmatun lohikäärmeen verestä versoi tulipunaisia ruusuja täynnä oleva ruusupensas, josta sankari poimi kauneimman kukan prinsessalle. Pyhä Yrjö julistettiin keskiajalla Katalonian suojeluspyhimykseksi ja huhtikuun 23:nnesta tuli pyhimyksen juhlapäivä. Pyhän Yrjön päivää on juhlittu laajasti Kataloniassa ja muualla Euroopassa keskiajalta lähtien. Mutta mikä liittää ruusut ja kirjat yhteen? Legenda lohikäärmeestä ja ruususta on ollut yksi innoittaja, mutta tapa yhdistää kukat ja kirjat voidaan jäljittää myös keskiaikaan. Kataloniassa kukat olivat palkintona Jocs Florals -kirjallisuuskilpai- luissa, jota vietettiin Pyhän Yrjön päivänä. Nykyisin vietettävän Kirjan ja ruusun päivän alkuperä on vuodessa 1926, jolloin huhtikuun 23. valittiin barcelonalaisen kirjakauppiaan idean mukaan kirjojen ja ruusujen päiväksi. Myös päivän kirjallinen historia oli yhtenä innoittajana: 23.4.1616 kaksi maailmankirjallisuuden klassikkokirjailijaa, Miguel Cervantes de Saavedra sekä William Shakespeare, kuoli. Huhtikuun 23. on myös Halldór Kiljan Laxnessin ja Vladimir Nabokovin syntymäpäivä. 1995 Unesco julisti katalonialaisen Kirjan ja ruusun päivän Maailman kirjan ja tekijänoikeuden päiväksi. ""Kirjat ansaitsevat erityisen päivänsä, jolloin niitä juhlitaan vapauden, yhteenkuuluvuuden ja rauhan symboleina"", sen julistus kuului. Kirjan ja ruusun päivää ja Maailman kirjan päivää ei kaikkialla juhlita juuri huhtikuussa, vaan monet maat ovat sovittaneet päivän itselleen sopivaan ajankohtaan. Esimerkiksi Iso-Britanniassa ja Irlannissa tapahtumaa vietettiin tänä vuonna 2. maaliskuuta. Vaikka päivää vietetään eri maissa eri aikoina, kannatetaan kaikkialla päivän alkuperäistä ideaa ja Unescon periaatteita."	not-toxicity	not-toxic
oikeinko otit kokonaisen vuorokauden seurannan. Olen seurannut vuoden sun lässytyksiä enkä kehottais ihan hirveästi tuulettelemaan, pelle.	toxicity	toxic
JEP! Eli blogi pystyyn ja sassiin!	not-toxicity	not-toxic
Itse asiassa joskus 90-luvulla olin aikas tavallinen niinkuin nytkin...tosin paljon nuorempi. Siihen aikaan likat halus just sen tyypin kans olla joka oli aina kännissä ja vetämässä toisia leukaan oli sitten syytä tai ei.Yleensä näillä tyypeillä oli hienot autot ja pelit ja vehkeet.  Useita vuosia jälkeenpäin ne likat oli sitten melkein järjestään rappiolla. Mukula räkä poskellla rattaissa , äiti silmät mustana...ja kauhee parkuminen ku ukko mätkii kännissä kotona.  Ja sit jotkut muka katui että ei ottanut mua kun olin niin rauhallinen ja mukava ja raitis....teki mieli sanoo että haista p.....a, jokaiselle.	toxicity	toxic
Meillä sama 5 kk kissanpennulla, ja peräpää haisee ihan järkyttävälle, vaikkei ole kakassa. Käytiin rokotuksilla 4 kk iässä, kerroin lääkärille tuosta, mutta ei kommentoinut mitään!	not-toxicity	not-toxic
Helsinkiläinen vajakki ei uskalla mennä edes metsään, ei silloin pidä syödä riistaakaan. Se ei kasva vakuumipakkauksissa kaupan hyllyillä.	toxicity	toxic
Lopeta nyt jo tuo aivoton taikavesisatuilusi. Et pystynyt oppiasi perustelemaan, niin et pystynyt ja siksi voin tuomita oppisi harhaopiksi. Olet säälittävä ja sairas rienaaja, uudestikastaja-inttäjä-eksyttäjä näin raamatussa.  Kasteessa saa mahtavat lahjat: Jeesuksen Kristuks ja pelastuksen. Uudestikaseessa näitä ei saa, mikä sääli.  Hyvä huomio, jonglööri. Uudestikastajat eivät saa lapsia sopimaan tuohon. Eli heidän Raamatunlukutapansa kumoaa heidän käytäntösä. Outoa, eikö?	toxicity	toxic
Mitubishi on kuoleva merkki. Se on ruma, se on tylsä ja kuulemma maailman suurin sademetsien tuhoaja.	not-toxicity	not-toxic
Matit heti pois maasta  Pikkuhiljaa matut alistavat ja rötöstelevät. Näin ne osoittavat olevansa herrakansaa. Suurin osa on Isisin lähettiläitä. Nyt kaikki turvapaikan hakijat lähetettävä lennoilla kotiinsa. Paluulennolle voisi ottaa oikeasti hädänalaisia kristittyjä, sillä he ovat siellä tappolistalla siellä muslimimaissa.	toxicity	toxic
Minä alkaisin varmaan myös kirkua, jos kauppias ois ovella vastassa hoilaamassa jotain typerää joulurenkutusta,	not-toxicity	not-toxic
Tämä on elämää  Miltä se sinun silmillä näyttää? Onko sulla tarve arvostella? Miksi haluat satuttaa vaikka sanot välittäväsi? Näitä on joskus todella vaikea ymmärtää. https://www.youtube.com/watch?v=ATGF1wGq0-0	not-toxicity	not-toxic
On kova poika tyhjentämään toisten pankkitilejäkin, siis tämä puli-matti..	toxicity	toxic
"Äläpäs aloittaja valehtele, et ole ollut päivääkään yrittäjänä, tekstistäsi huomaa että olet henkisesti vinksallaan. Tuon kaltaisen ""tarinoinnin"" levittäminen julkisesti on lapsellista juonimista."	toxicity	toxic
Johanna toimii klubiemäntänä (Huom! vastaava kuin hovimestari ravintolassa) eikä tarjoilijana tai stripparina. On kumma että kaiken maailman luuserit on heti aliarvoimassa ilman että tietävät miten asiat todellisuudessa ovat. Johanna on todella täysillä mukana tässä hommassa eikä todellakaan ole itse ollut tyrkyttämässä itseään tähän hommaan. Ehkäpä ravintola tietää paremmin kenet se haluaa palkata kuin tämän palstan luuserit.	toxicity	toxic
...Olen itsekin tavannut miehen, joka on minua muutamia senttejä lyhyempi ja sillein että se häiritsee minua. Varsinkin seisoen suudellessa tulee typerä ja hankala olo. Ei olla puhuttu asiasta, sen verran uusi tuttavuus. Mutta itselleni oma pituuteni (175) on ollut aina ongelma, eikä minulla ole järisyttävän hyvää itsetuntoa, joten tämä kiusaa kovasti.	not-toxicity	not-toxic
Kyllä on Sekavaa ja Ristiriitaista touhua! Kritiikki ja tutkinta aiheellista.	not-toxicity	not-toxic
Ihme juttu!  Lähetin eilen palstallle viestin, jossa perustelin, että K:lla on kyllä väliä, siis kirjaimena . Kuka lienee se nysäaivoinen idioootti, joka aiheutti viestin poiston? Ihan harmitonta pilaahan laskin.  Toistetaan: yrpä ja ulli vain naurattavat. Kyllä K:n kannssa kelpaa, vaikka olisi pienikin, kunhan on vikkelä :-). Ihan kuin jos puhuisin miehelle illusta ja itusta, jää orkut ja pissat kyllä tulematta.	toxicity	toxic
Kerran odotettiin bussia pysäkillä ja naisystävä pidätti epätoivoisena paskaa. Se oli ollu yötä sen mummolla eikä se saa koskaan tulemaan siellä, kun se on jotenkin niin hieno paikka ja vessassa huono äänieristys. Hetken päästä se itki ihan punasena, että tuli kauhee paska housuun! Muistan miltä tuntui 6-vuotiaana kauppareissulla, kun oli tehtävä se iso pötkö housuun ja voin kuvitella miltä sama tuntuis aikuisena. Plöröt on eri juttu, se vaan lörähtää, mutta pökälöinti todella tuntuu. Aikuinen nainen rintoineen ja pyllyineen, ja pääsee isot kakkapökäleet housuun. Se todella hävettää.	not-toxicity	not-toxic
kuin tuhkat tuuleen kun löydät oikean	not-toxicity	not-toxic
Led-valoja heijastettu ikkunaan. Uskotteko te hörhöt tosiaan näin lapsellisiin feikkeihin?	toxicity	toxic
